UserID,PathID,PathPointID,YYC_X,YYC_Y,DistanceToNextPoint,MinutesToNextPoint
125,9,0,-9428.0520891129709,5659893.00093837,8.612620149031196698357140724,5.73333333333333
125,9,1,-9436.1932077258607,5659890.19034883,8.612620149031196698357140724,9.78333333333333
125,9,2,-9428.0520891129709,5659893.00093837,0,0
125,10,0,-9434.4313760084297,5659895.60446224,15.303902134945152075544327844,3.48333333333333
125,10,1,-9445.4280501332105,5659906.24789114,8.61557638462095878557505594,3.8
125,10,2,-9437.2799643847793,5659909.04732949,0,0
125,11,0,-9437.2799643847793,5659909.04732949,6.904978622312352155723007550,3.46666666666667
125,11,1,-9443.6661937625995,5659911.67312539,22.745443698292159520731237842,4.21666666666667
125,11,2,-9436.1932077258607,5659890.19034883,0,0
125,12,0,-9437.2799643847793,5659909.04732949,18.888270424983806703464252306,11.1
125,12,1,-9436.1932077258607,5659890.19034883,9.261845240936612856086414396,12.3166666666667
125,12,2,-9440.8106361367809,5659898.21911786,0,0
125,13,0,-9432.66952763074,5659901.02970014,9.248703014854453598748448986,7.25
125,13,1,-9437.2799643847793,5659909.04732949,18.888270424983806703464252306,16.85
125,13,2,-9436.1932077258607,5659890.19034883,0,0
125,14,0,-9434.4313760084297,5659895.60446224,5.693564350816428168461221137,3.01666666666667
125,14,1,-9436.1932077258607,5659890.19034883,18.888270424983806703464252306,3.75
125,14,2,-9437.2799643847793,5659909.04732949,18.888270424983806703464252306,15.7166666666667
125,14,3,-9436.1932077258607,5659890.19034883,0,0
125,15,0,-9103.3993289829996,5660313.22376584,206.16914481571731186304098586,13.45
125,15,1,-8944.8580691454408,5660445.02052302,6.889480955138836561425523271,11.8333333333333
125,15,2,-8938.4792175233506,5660442.41760162,0,0
125,16,0,-9440.8106361367809,5659898.21911786,13.784408559986448283527803254,18.2166666666667
125,16,1,-9428.0520891129709,5659893.00093837,18.510546993756500187185851954,3.56666666666667
125,16,2,-9437.2799643847793,5659909.04732949,0,0
125,17,0,-9440.8106361367809,5659898.21911786,13.784408559986448283527803254,10.15
125,17,1,-9428.0520891129709,5659893.00093837,8.612620149031196698357140724,1.71666666666667
125,17,2,-9436.1932077258607,5659890.19034883,0,0
125,18,0,-9437.2799643847793,5659909.04732949,9.248703014854453598748448986,1.85
125,18,1,-9432.66952763074,5659901.02970014,17.96818676334905584915104113,2.4
125,18,2,-9444.3413633125601,5659887.36866111,0,0
125,19,0,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,6.78333333333333
125,19,1,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,6.36666666666667
125,19,2,-9434.4313760084297,5659895.60446224,0,0
125,20,0,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,19.2
125,20,1,-9434.4313760084297,5659895.60446224,6.8901115982422339557586234145,17.6
125,20,2,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,8.15
125,20,3,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,2.06666666666667
125,20,4,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,19.8833333333333
125,20,5,-9434.4313760084297,5659895.60446224,0,0
125,21,0,-9111.0210581062602,5660445.35573206,8.618412082583722098565147066,8.66666666666667
125,21,1,-9102.8739854741998,5660448.16682337,8.618412082583722098565147066,17.55
125,21,2,-9111.0210581062602,5660445.35573206,0,0
125,22,0,-9440.8106361367809,5659898.21911786,43.585706251375609805381312995,15.7666666666667
125,22,1,-9472.3026060418397,5659868.0865836,43.585706251375609805381312995,9.46666666666667
125,22,2,-9440.8106361367809,5659898.21911786,0,0
125,23,0,-9434.4313760084297,5659895.60446224,6.8943008199794236348704985905,4.36666666666667
125,23,1,-9440.8106361367809,5659898.21911786,6.8943008199794236348704985905,18.7166666666667
125,23,2,-9434.4313760084297,5659895.60446224,0,0
125,24,0,-9434.4313760084297,5659895.60446224,5.693564350816428168461221137,10.2833333333333
125,24,1,-9436.1932077258607,5659890.19034883,5.693564350816428168461221137,9.51666666666667
125,24,2,-9434.4313760084297,5659895.60446224,0,0
125,25,0,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,2.01666666666667
125,25,1,-9434.4313760084297,5659895.60446224,6.8901115982422339557586234145,0.333333333333333
125,25,2,-9428.0520891129709,5659893.00093837,0,0
125,26,0,-9434.4313760084297,5659895.60446224,12.892622343765144229076448265,6.83333333333333
125,26,1,-9424.5214000124797,5659903.85140632,11.410452237238652123066781942,7.4
125,26,2,-9428.0520891129709,5659893.00093837,0,0
125,27,0,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,19.6166666666667
125,27,1,-9434.4313760084297,5659895.60446224,6.8901115982422339557586234145,3.76666666666667
125,27,2,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,6.51666666666667
125,27,3,-9434.4313760084297,5659895.60446224,0,0
125,28,0,-9432.66952763074,5659901.02970014,9.261843986204433799906544962,7.4
125,28,1,-9428.0520891129709,5659893.00093837,42.33152707324597858715494545,16.15
125,28,2,-9464.1544250422594,5659870.8971033,38.651173716427326448629832266,3.76666666666667
125,28,3,-9434.4313760084297,5659895.60446224,0,0
125,29,0,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,8.68333333333333
125,29,1,-9434.4313760084297,5659895.60446224,6.8901115982422339557586234145,9.28333333333333
125,29,2,-9428.0520891129709,5659893.00093837,9.261843986204433799906544962,19.9333333333333
125,29,3,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,8.6
125,29,4,-9434.4313760084297,5659895.60446224,0,0
125,30,0,-9453.5761855035398,5659903.42621796,27.57110717915990614694204474,5.71666666666667
125,30,1,-9428.0520891129709,5659893.00093837,8.612620149031196698357140724,5.7
125,30,2,-9436.1932077258607,5659890.19034883,8.612620149031196698357140724,9.78333333333333
125,30,3,-9428.0520891129709,5659893.00093837,0,0
125,31,0,-9434.4313760084297,5659895.60446224,13.741365857839482357831406422,0.666666666666667
125,31,1,-9437.2799643847793,5659909.04732949,18.510546993756500187185851954,6.46666666666667
125,31,2,-9428.0520891129709,5659893.00093837,0,0
125,32,0,-9434.4313760084297,5659895.60446224,28.56980096626805343208043329,13.35
125,32,1,-9458.1935545908509,5659911.4661266,35.347858740290936464079715794,11.7833333333333
125,32,2,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,9.76666666666667
125,32,3,-9434.4313760084297,5659895.60446224,6.8901115982422339557586234145,7.43333333333333
125,32,4,-9428.0520891129709,5659893.00093837,0,0
125,33,0,-9429.1388545468708,5659911.86904121,713.53145079560230250518606815,16
125,33,1,-8882.4002427422492,5660370.34916252,125.75826546075300719259078842,10.3666666666667
125,33,2,-8789.6919400565093,5660455.32158125,125.75826546075300719259078842,12.45
125,33,3,-8882.4002427422492,5660370.34916252,0,0
125,34,0,-9437.2799643847793,5659909.04732949,11.389284882048095672421695834,10.45
125,34,1,-9440.8106361367809,5659898.21911786,6.8943008199794236348704985905,11.6
125,34,2,-9434.4313760084297,5659895.60446224,0,0
125,35,0,-9460.6306527988199,5659881.74755913,34.467395552205306682331955648,9.7
125,35,1,-9428.0520891129709,5659893.00093837,8.612620149031196698357140724,6.38333333333333
125,35,2,-9436.1932077258607,5659890.19034883,5.693564350816428168461221137,1
125,35,3,-9434.4313760084297,5659895.60446224,0,0
125,36,0,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,9.68333333333333
125,36,1,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,17.1166666666667
125,36,2,-9432.66952763074,5659901.02970014,0,0
125,37,0,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,1.33333333333333
125,37,1,-9434.4313760084297,5659895.60446224,13.741365857839482357831406422,9.71666666666667
125,37,2,-9437.2799643847793,5659909.04732949,0,0
125,38,0,-9428.0520891129709,5659893.00093837,13.784408559986448283527803254,2.35
125,38,1,-9440.8106361367809,5659898.21911786,11.389284882048095672421695834,6.06666666666667
125,38,2,-9437.2799643847793,5659909.04732949,0,0
125,39,0,-9437.2799643847793,5659909.04732949,13.741365857839482357831406422,17.9333333333333
125,39,1,-9434.4313760084297,5659895.60446224,6.8901115982422339557586234145,13.55
125,39,2,-9428.0520891129709,5659893.00093837,0,0
125,40,0,-9440.8106361367809,5659898.21911786,11.389284882048095672421695834,17.8333333333333
125,40,1,-9437.2799643847793,5659909.04732949,9.248703014854453598748448986,6.41666666666667
125,40,2,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,19.8166666666667
125,40,3,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,8.38333333333333
125,40,4,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,2
125,40,5,-9434.4313760084297,5659895.60446224,0,0
125,41,0,-9428.0520891129709,5659893.00093837,21.849617366615294433171695775,17.2666666666667
125,41,1,-9445.4280501332105,5659906.24789114,15.303902134945152075544327844,9.16666666666667
125,41,2,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,12.2833333333333
125,41,3,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,1
125,41,4,-9434.4313760084297,5659895.60446224,0,0
125,42,0,-9432.66952763074,5659901.02970014,13.784390220772448433994155081,16.5666666666667
125,42,1,-9445.4280501332105,5659906.24789114,5.704148011582065169975348413,1.01666666666667
125,42,2,-9443.6661937625995,5659911.67312539,0,0
125,43,0,-9423.4346361807402,5659884.97218085,15.296198690983090987488406584,16.5666666666667
125,43,1,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,10.2
125,43,2,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,15.3
125,43,3,-9434.4313760084297,5659895.60446224,5.693564350816428168461221137,11.1666666666667
125,43,4,-9436.1932077258607,5659890.19034883,0,0
125,44,0,-9445.4280501332105,5659906.24789114,5.704148011582065169975348413,15.8333333333333
125,44,1,-9443.6661937625995,5659911.67312539,6.904978622312352155723007550,5.01666666666667
125,44,2,-9437.2799643847793,5659909.04732949,0,0
125,45,0,-9434.4313760084297,5659895.60446224,15.303902134945152075544327844,8.2
125,45,1,-9445.4280501332105,5659906.24789114,15.303902134945152075544327844,12.1333333333333
125,45,2,-9434.4313760084297,5659895.60446224,0,0
125,46,0,-9423.4346361807402,5659884.97218085,9.261847488288847860522802716,10.35
125,46,1,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,17.0166666666667
125,46,2,-9434.4313760084297,5659895.60446224,0,0
125,47,0,-9448.9587816148596,5659895.39743741,11.410451829019697582347820926,4.35
125,47,1,-9445.4280501332105,5659906.24789114,15.303902134945152075544327844,12.4
125,47,2,-9434.4313760084297,5659895.60446224,0,0
125,48,0,-9445.4280501332105,5659906.24789114,15.303902134945152075544327844,10.1833333333333
125,48,1,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,14.45
125,48,2,-9432.66952763074,5659901.02970014,13.784390220772448433994155081,5.95
125,48,3,-9445.4280501332105,5659906.24789114,0,0
125,49,0,-9445.4280501332105,5659906.24789114,8.622873624722950284436859176,15.1
125,49,1,-9453.5761855035398,5659903.42621796,8.622873624722950284436859176,1.75
125,49,2,-9445.4280501332105,5659906.24789114,15.303902134945152075544327844,2.65
125,49,3,-9434.4313760084297,5659895.60446224,0,0
125,50,0,-9453.5761855035398,5659903.42621796,8.622873624722950284436859176,14.8166666666667
125,50,1,-9445.4280501332105,5659906.24789114,8.622873624722950284436859176,1.36666666666667
125,50,2,-9453.5761855035398,5659903.42621796,0,0
125,51,0,-9432.66952763074,5659901.02970014,9.261843986204433799906544962,15.9
125,51,1,-9428.0520891129709,5659893.00093837,9.261843986204433799906544962,9.48333333333333
125,51,2,-9432.66952763074,5659901.02970014,0,0
125,52,0,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,1
125,52,1,-9432.66952763074,5659901.02970014,9.261843986204433799906544962,16.3166666666667
125,52,2,-9428.0520891129709,5659893.00093837,0,0
125,53,0,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,12.2166666666667
125,53,1,-9434.4313760084297,5659895.60446224,6.8943008199794236348704985905,6.06666666666667
125,53,2,-9440.8106361367809,5659898.21911786,0,0
125,54,0,-9443.6661937625995,5659911.67312539,15.30389385313173624865151454,18.6166666666667
125,54,1,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,13.8666666666667
125,54,2,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,5.4
125,54,3,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,10.15
125,54,4,-9434.4313760084297,5659895.60446224,0,0
125,55,0,-9432.66952763074,5659901.02970014,13.784390220772448433994155081,9.4
125,55,1,-9445.4280501332105,5659906.24789114,15.303902134945152075544327844,5.66666666666667
125,55,2,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,16.2666666666667
125,55,3,-9432.66952763074,5659901.02970014,0,0
125,56,0,-9428.0520891129709,5659893.00093837,18.510546993756500187185851954,11.7833333333333
125,56,1,-9437.2799643847793,5659909.04732949,8.61557638462095878557505594,6.78333333333333
125,56,2,-9445.4280501332105,5659906.24789114,0,0
125,57,0,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,19.2
125,57,1,-9434.4313760084297,5659895.60446224,18.533315795639421174333860548,18.9333333333333
125,57,2,-9443.6661937625995,5659911.67312539,18.533315795639421174333860548,16.5833333333333
125,57,3,-9434.4313760084297,5659895.60446224,0,0
125,58,0,-9436.1932077258607,5659890.19034883,9.261845240936612856086414396,8.11666666666667
125,58,1,-9440.8106361367809,5659898.21911786,13.786701639136844785724458903,3.23333333333333
125,58,2,-9453.5761855035398,5659903.42621796,0,0
125,59,0,-9445.4280501332105,5659906.24789114,17.23547642419683910770540552,13.3833333333333
125,59,1,-9461.7173017206696,5659900.61566864,29.050724632314727365937911088,12.0833333333333
125,59,2,-9432.66952763074,5659901.02970014,0,0
125,60,0,-9434.4313760084297,5659895.60446224,17.231856873270202378887394316,1.35
125,60,1,-9450.7206286566307,5659889.98332895,5.693564385799211087044382027,11.0666666666667
125,60,2,-9448.9587816148596,5659895.39743741,14.528880649725477715179257513,10.05
125,60,3,-9434.4313760084297,5659895.60446224,0,0
125,61,0,-9448.9587816148596,5659895.39743741,11.410451829019697582347820926,19.7833333333333
125,61,1,-9445.4280501332105,5659906.24789114,31.77387435470314641255980415,1
125,61,2,-9418.8796409943207,5659888.79048401,0,0
125,62,0,-9428.0520891129709,5659893.00093837,8.612620149031196698357140724,17.7833333333333
125,62,1,-9436.1932077258607,5659890.19034883,8.612620149031196698357140724,3.66666666666667
125,62,2,-9428.0520891129709,5659893.00093837,0,0
125,63,0,-9428.0520891129709,5659893.00093837,12.880129394953300350545225532,9.21666666666667
125,63,1,-9437.9550634569605,5659884.76511222,12.880129394953300350545225532,0.333333333333333
125,63,2,-9428.0520891129709,5659893.00093837,0,0
125,64,0,-9429.1388545468708,5659911.86904121,17.23180840653382403365606536,13.8166666666667
125,64,1,-9445.4280501332105,5659906.24789114,18.523686979811184055568183343,11.8333333333333
125,64,2,-9436.1932077258607,5659890.19034883,0,0
125,65,0,-9453.5761855035398,5659903.42621796,9.261843001868328759740756764,13.7166666666667
125,65,1,-9448.9587816148596,5659895.39743741,5.693564385799211087044382027,2.66666666666667
125,65,2,-9450.7206286566307,5659889.98332895,0,0
125,66,0,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,16.6166666666667
125,66,1,-9434.4313760084297,5659895.60446224,12.892622343765144229076448265,14.1333333333333
125,66,2,-9424.5214000124797,5659903.85140632,0,0
125,67,0,-9453.5761855035398,5659903.42621796,6.8942919439966269535485237405,9.06666666666667
125,67,1,-9459.9554263171503,5659906.0408973,6.8942919439966269535485237405,4.66666666666667
125,67,2,-9453.5761855035398,5659903.42621796,6.8942919439966269535485237405,0.666666666666667
125,67,3,-9459.9554263171503,5659906.0408973,0,0
125,68,0,-9436.1932077258607,5659890.19034883,18.888270424983806703464252306,17.3166666666667
125,68,1,-9437.2799643847793,5659909.04732949,17.964251325598493122055735158,9.43333333333333
125,68,2,-9448.9587816148596,5659895.39743741,0,0
125,69,0,-9453.5761855035398,5659903.42621796,8.622873624722950284436859176,17.7333333333333
125,69,1,-9445.4280501332105,5659906.24789114,8.622873624722950284436859176,18.8166666666667
125,69,2,-9453.5761855035398,5659903.42621796,0,0
125,70,0,-9448.9587816148596,5659895.39743741,28.843197112537442815485117212,8.13333333333333
125,70,1,-9433.7562540191793,5659919.90892807,37.810269945625088809581241835,6.36666666666667
125,70,2,-9431.5757649004699,5659882.16158405,31.892154871264899365256456654,4.68333333333333
125,70,3,-9443.6661937625995,5659911.67312539,5.704148011582065169975348413,8.81666666666667
125,70,4,-9445.4280501332105,5659906.24789114,22.808165577087793873375089816,6.35
125,70,5,-9452.4824997433898,5659884.55809728,0,0
125,71,0,-9440.8106361367809,5659898.21911786,18.523679975268267327117332296,7.05
125,71,1,-9450.04544971424,5659914.27666867,31.892152701750153235401981564,4.33333333333333
125,71,2,-9437.9550634569605,5659884.76511222,22.74544613739212609498767769,7.05
125,71,3,-9445.4280501332105,5659906.24789114,0,0
125,72,0,-9445.4280501332105,5659906.24789114,8.622873624722950284436859176,16.1
125,72,1,-9453.5761855035398,5659903.42621796,11.397712455525307000440964924,6.95
125,72,2,-9457.0999079388403,5659892.58688083,6.8901151334560559575957339175,13.9666666666667
125,72,3,-9450.7206286566307,5659889.98332895,12.885514464963966726817348625,4.21666666666667
125,72,4,-9460.6306527988199,5659881.74755913,0,0
125,73,0,-9440.8106361367809,5659898.21911786,13.786701639136844785724458903,11.5833333333333
125,73,1,-9453.5761855035398,5659903.42621796,6.8942919439966269535485237405,15.95
125,73,2,-9459.9554263171503,5659906.0408973,0,0
125,74,0,-9434.4313760084297,5659895.60446224,22.743127735193228984080945252,8.71666666666667
125,74,1,-9441.8973537426991,5659917.0872236,33.970753561698128360344820074,12.2
125,74,2,-9469.8654345415307,5659897.80514503,0,0
125,75,0,-9453.5761855035398,5659903.42621796,17.959714306638609630527807238,11.0833333333333
125,75,1,-9465.2480508765493,5659889.77634995,25.770993357645669158773721242,10.0833333333333
125,75,2,-9445.4280501332105,5659906.24789114,0,0
125,76,0,-9457.0999079388403,5659892.58688083,22.808162516670269515183366358,1
125,76,1,-9450.04544971424,5659914.27666867,22.808162516670269515183366358,8.05
125,76,2,-9457.0999079388403,5659892.58688083,0,0
125,77,0,-9480.4438086312803,5659865.26494005,59.678304176759603162523977005,16.8666666666667
125,77,1,-9432.66952763074,5659901.02970014,13.784390220772448433994155081,7.11666666666667
125,77,2,-9445.4280501332105,5659906.24789114,0,0
125,78,0,-9434.4313760084297,5659895.60446224,5.693564350816428168461221137,15.0166666666667
125,78,1,-9436.1932077258607,5659890.19034883,5.693564350816428168461221137,18.1333333333333
125,78,2,-9434.4313760084297,5659895.60446224,0,0
125,79,0,-9370.2554699468801,5660115.10653404,59.682065154550174836447168995,0.666666666666667
125,79,1,-9322.4772525902299,5660150.87231164,272.67770589637527758012669019,4.2
125,79,2,-9103.3993289829996,5660313.22376584,0,0
125,80,0,-9440.8106361367809,5659898.21911786,6.8943008199794236348704985905,7.4
125,80,1,-9434.4313760084297,5659895.60446224,6.8943008199794236348704985905,2.35
125,80,2,-9440.8106361367809,5659898.21911786,0,0
125,81,0,-9445.4280501332105,5659906.24789114,13.784390220772448433994155081,8.63333333333333
125,81,1,-9432.66952763074,5659901.02970014,9.248703014854453598748448986,16.4666666666667
125,81,2,-9437.2799643847793,5659909.04732949,0,0
125,82,0,-9432.66952763074,5659901.02970014,9.261843986204433799906544962,15.6833333333333
125,82,1,-9428.0520891129709,5659893.00093837,6.8901115982422339557586234145,1.33333333333333
125,82,2,-9434.4313760084297,5659895.60446224,0,0
125,83,0,-9450.04544971424,5659914.27666867,13.795057229173042790003307086,3.68333333333333
125,83,1,-9437.2799643847793,5659909.04732949,13.741365857839482357831406422,18.5166666666667
125,83,2,-9434.4313760084297,5659895.60446224,0,0
125,84,0,-9432.66952763074,5659901.02970014,9.248703014854453598748448986,17.3166666666667
125,84,1,-9437.2799643847793,5659909.04732949,9.248703014854453598748448986,12.2
125,84,2,-9432.66952763074,5659901.02970014,0,0
125,85,0,-9443.6661937625995,5659911.67312539,6.904978622312352155723007550,17.25
125,85,1,-9437.2799643847793,5659909.04732949,13.776014751395104943316275208,15.7333333333333
125,85,2,-9424.5214000124797,5659903.85140632,21.842862154586611770466516652,7.73333333333333
125,85,3,-9441.8973537426991,5659917.0872236,0,0
125,86,0,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,10.8833333333333
125,86,1,-9432.66952763074,5659901.02970014,9.248703014854453598748448986,13.5333333333333
125,86,2,-9437.2799643847793,5659909.04732949,13.741365857839482357831406422,3.81666666666667
125,86,3,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,5.83333333333333
125,86,4,-9432.66952763074,5659901.02970014,0,0
125,87,0,-9437.2799643847793,5659909.04732949,6.904978622312352155723007550,2.03333333333333
125,87,1,-9443.6661937625995,5659911.67312539,6.904978622312352155723007550,6.63333333333333
125,87,2,-9437.2799643847793,5659909.04732949,0,0
125,88,0,-9440.8106361367809,5659898.21911786,9.261841738880336132816177282,19.4666666666667
125,88,1,-9445.4280501332105,5659906.24789114,8.622873624722950284436859176,5.41666666666667
125,88,2,-9453.5761855035398,5659903.42621796,0,0
125,89,0,-9445.4280501332105,5659906.24789114,8.61557638462095878557505594,5.23333333333333
125,89,1,-9437.2799643847793,5659909.04732949,8.61557638462095878557505594,8.43333333333333
125,89,2,-9445.4280501332105,5659906.24789114,0,0
125,90,0,-9437.2799643847793,5659909.04732949,27.566895740878153688944823366,0.666666666666667
125,90,1,-9411.7558428896009,5659898.63325427,35.342038149207202015030227035,17.65
125,90,2,-9441.8973537426991,5659917.0872236,0,0
125,91,0,-9453.5761855035398,5659903.42621796,9.261843001868328759740756764,3.4
125,91,1,-9448.9587816148596,5659895.39743741,13.786719994090578340008462378,6.06666666666667
125,91,2,-9436.1932077258607,5659890.19034883,0,0
125,92,0,-9432.66952763074,5659901.02970014,13.784390220772448433994155081,7.76666666666667
125,92,1,-9445.4280501332105,5659906.24789114,18.523686979811184055568183343,14.1666666666667
125,92,2,-9436.1932077258607,5659890.19034883,0,0
125,93,0,-9437.9550634569605,5659884.76511222,140.01957488362568371810582334,16.7166666666667
125,93,1,-9357.3406150023893,5659999.25001101,604.50573106923825255140164695,12.5666666666667
125,93,2,-9087.4157644671704,5660540.14533726,37.337776285862713050996945936,13.5
125,93,3,-9050.2177256325194,5660543.37263409,0,0
125,94,0,-9437.2799643847793,5659909.04732949,23.325684827197314597655237128,11.6
125,94,1,-9450.7206286566307,5659889.98332895,21.162810888777849164776869908,2.81666666666667
125,94,2,-9432.66952763074,5659901.02970014,0,0
125,95,0,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,3.06666666666667
125,95,1,-9434.4313760084297,5659895.60446224,5.7041490143196853356790029485,12.7333333333333
125,95,2,-9432.66952763074,5659901.02970014,0,0
125,96,0,-9328.1816961781497,5660177.7690712,380.29022713507931270831374778,7.31666666666667
125,96,1,-9043.6826331198208,5660430.11989837,83.05044269916097949667126548,3.03333333333333
125,96,2,-8961.1520596189002,5660439.39785451,0,0
125,97,0,-9432.66952763074,5659901.02970014,8.612608226302964322697655087,19.7666666666667
125,97,1,-9440.8106361367809,5659898.21911786,11.410453368442742483802907021,8.25
125,97,2,-9444.3413633125601,5659887.36866111,0,0
125,98,0,-9434.4313760084297,5659895.60446224,15.303902134945152075544327844,17.95
125,98,1,-9445.4280501332105,5659906.24789114,15.303902134945152075544327844,5.35
125,98,2,-9434.4313760084297,5659895.60446224,27.742276971389270846118747378,10.85
125,98,3,-9461.7173017206696,5659900.61566864,5.704148573697190419529715676,1
125,98,4,-9459.9554263171503,5659906.0408973,0,0
125,99,0,-9432.66952763074,5659901.02970014,9.261843986204433799906544962,1.35
125,99,1,-9428.0520891129709,5659893.00093837,21.043597577820435783307653603,12.8333333333333
125,99,2,-9448.9587816148596,5659895.39743741,0,0
125,100,0,-9115.6384906746607,5660453.38421702,195.38023526066486031810520688,8.11666666666667
125,100,1,-9162.8517735430305,5660263.79428519,21.04335118248710701510290289,11.45
125,100,2,-9183.7570632713905,5660266.20083674,9.26168326925275129827200814,5.41666666666667
125,100,3,-9179.1395676376706,5660258.17229322,0,0
125,101,0,-9436.1932077258607,5659890.19034883,11.397712851021846194296051196,7.5
125,101,1,-9432.66952763074,5659901.02970014,5.7041490143196853356790029485,5.86666666666667
125,101,2,-9434.4313760084297,5659895.60446224,0,0
125,102,0,-9436.1932077258607,5659890.19034883,8.622897486011267769012755337,2.06666666666667
125,102,1,-9444.3413633125601,5659887.36866111,8.622897486011267769012755337,2.7
125,102,2,-9436.1932077258607,5659890.19034883,0,0
125,103,0,-9440.8106361367809,5659898.21911786,172.3550755252099115070842365,14.95
125,103,1,-9603.7119260668296,5659841.92132218,172.3550755252099115070842365,4.03333333333333
125,103,2,-9440.8106361367809,5659898.21911786,9.261845240936612856086414396,6.88333333333333
125,103,3,-9436.1932077258607,5659890.19034883,0,0
125,104,0,-9437.9550634569605,5659884.76511222,5.704150058658476672606845410,7.78333333333333
125,104,1,-9436.1932077258607,5659890.19034883,8.622897486011267769012755337,4.41666666666667
125,104,2,-9444.3413633125601,5659887.36866111,0,0
125,105,0,-9436.1932077258607,5659890.19034883,13.786719994090578340008462378,1.35
